desc,img,title
"Set between chapter 56 and chapter 57 of Nabari no Ou. Miharu asks Yukimi where his childhood self has gone to. He sets off to the abandoned train while thinking about it, and gets off at the Garden o...",https://cdn.myanimelist.net/r/50x70/images/manga/3/161269.jpg?s=675af13ee4dadc4deb6eba8960a82cf6,Nabari no Ou dj - Osanagokoro no Niwa
"Following their memorable graduation, the original members of the Light Music Club now begin their lives as college students. As grown-ups, Yui Hirasawa and the others must learn how to be more respon...",https://cdn.myanimelist.net/r/50x70/images/manga/2/260521.jpg?s=b282b038a5117e00daa1a3948745f3bc,K-On! College
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197489.jpg?s=0ce9e827a81017f760c3c009019135a5,Oaite to Tsunagarimashita
"From: Ultimate Manga Guide] Haruhi has fallen for Kei at first sight and they start living together! But after several callers drop by Haruhi's house and interfere with her love life, the consequences...",https://cdn.myanimelist.net/r/50x70/images/manga/1/8066.jpg?s=281d4fde32391ff4e3294cf16b074aa7,P. P. Scramble
,https://cdn.myanimelist.net/r/50x70/images/manga/3/160095.jpg?s=c6db784c55333272ebaa52651f40166a,Q.E.D. iff: Shoumei Shuuryou
1. Akogare... (Longing) 2. Kizuna (Bonds) 3. Change! 4. Kyoudai (Siblings) 5. Osanai Koukishin (Childhood Curiosity) 6. Tawamure no Daishou (Price of Fun) 7. Thrill 8. Mitsuyaku (Secret Pact) 9. Sono...,https://cdn.myanimelist.net/r/50x70/images/manga/2/160649.jpg?s=6bd7d1857c243ff243912746ed40ee3f,R-18
"An adaptation of eight Ray Bradbury stories. 1. R is for Rocket A group of boys dream of one day riding a rocket into space. 2. The Screaming Woman ""When you're living on a street like I'm living on,...",https://cdn.myanimelist.net/r/50x70/images/manga/5/37718.jpg?s=ffeb8d022e12a0314c3edefaa36aff45,U wa Uchuusen no U
,https://cdn.myanimelist.net/r/50x70/images/manga/3/156758.jpg?s=e518d9b6e9e126227b13b0b6f0859577,S Ane
,https://cdn.myanimelist.net/r/50x70/images/manga/1/215360.jpg?s=224ff4fd7a506dc89da39df7dc6826f2,T-Dragon
The story follows a boy without dreams who discovers a possessed violin.,https://cdn.myanimelist.net/r/50x70/images/manga/3/177785.jpg?s=9b309b0001abd15cf44aedd895f251ae,V no Diavolo
"Six years ago, Kamui Shirou and siblings Fuuma and Kotori Monou were inseparable childhood friends. After the sudden, gruesome death of the Monou siblings' mother, Kamui was taken away from Tokyo by h...",https://cdn.myanimelist.net/r/50x70/images/manga/2/267781.jpg?s=31e2da09653db75d8d5380bdd7566cec,X
,https://cdn.myanimelist.net/r/50x70/images/manga/1/179040.jpg?s=66b80d111e00e16683b4fe8e5c4115bf,W Elf wa Gohoushi Maid!!
Follow the lives of five senior art students as they learn color theory and technique…and have some cute and colorful life lessons along the way. (Source: Yen Press),https://cdn.myanimelist.net/r/50x70/images/manga/1/161055.jpg?s=ea6cf785cc038972eff98c69ba2e349e,GA: Geijutsuka Art Design Class
,https://cdn.myanimelist.net/r/50x70/images/manga/1/210329.jpg?s=793fcbf47abba6f3dd2850b4108cbbd3,B-Trash!!
"Based on Hooksoft's visual novel. When Akinori and Minami, his old friend, are on their way to school, an artificial satellite falls down nearby. When they get to the site, a girl comes out of the rub...",https://cdn.myanimelist.net/r/50x70/images/manga/1/32517.jpg?s=b81d294694156877c1e70e853c1f9c88,FairlyLife
,https://cdn.myanimelist.net/r/50x70/images/manga/2/241819.jpg?s=0537ca360ec8d2e639120cdc6db1c547,D.C.III: Da Capo III - Kazami Gakuen Koushiki Shinbun-bu - Okurairi Jikenbo
,https://cdn.myanimelist.net/r/50x70/images/manga/2/99633.jpg?s=b5f44f0bc17b232e5204bb28b7acd5a2,.hack//Quantum I (introduction)
,https://cdn.myanimelist.net/r/50x70/images/manga/1/59807.jpg?s=bca080b3a76c1725fc67d437bd2ab85b,Cafe Milk Paradise
"Taking shelter from the rain, Suh Rin goes into a little cafe called Cafe Occult. Soon after leaving the cafe, she is hit by a car, and then a strange man pulls her down an alleyway. She is saved by a...",https://cdn.myanimelist.net/r/50x70/images/manga/1/10166.jpg?s=215900f8608e7fc614aad755505bf3ac,Cafe Occult
"What's better than a good meal? My name's Jaeho and I love food. While some may call me a deadbEAT because I don't have a job at the moment, I'm just your normal happy guy who loves eating and my girl...",https://cdn.myanimelist.net/r/50x70/images/manga/1/261951.jpg?s=da802461a1618b96aca40ae02bf83fb6,A DeadbEAT's Meal
Tsubomi is secretly wearing daring underwear to overcome her shyness.,https://cdn.myanimelist.net/r/50x70/images/manga/1/150133.jpg?s=5c51d3bb72459ec0f35d83862768fac9,H no Tsubomi
"Baek Woojin is the youngest son of a renowned swordsman family who has neither talent in swordsmanship nor an impressive Aura, despite trying harder than anyone. Although he was dishonored by his own...",https://cdn.myanimelist.net/r/50x70/images/manga/3/265618.jpg?s=1d303517a8e43aafcf25ef65ae2bd44d,I Became a Renowned Family's Sword Prodigy
"Kuze Shunpei, a high school student, is on spring break going to Hokkaidou when he loses his wallet. Stranded in the mountains with no money and his motorcycle having run out of gas, he passes out in...",https://cdn.myanimelist.net/r/50x70/images/manga/1/18028.jpg?s=bd84461da3e7fcbcfe70d0413e3d425e,Ja Ja Uma Grooming UP!
"Kirishima Shirou (age 24) was suddenly downsized from work and his girlfriend dumped him. When he was complaining to his friend at a bar, a mysterious, beautiful, big breasted woman named Ishimura Ai...",https://cdn.myanimelist.net/r/50x70/images/manga/3/160076.jpg?s=9bd3510b8820de1b3963af7ad438680b,La La La
A wonderfully drawn set of short stories involving each female character of the chapters based on a real life famous Japanese idols. (Source: Tadanohito),https://cdn.myanimelist.net/r/50x70/images/manga/2/21644.jpg?s=dbc1d08d92151cd2bb5ca917eea40eaa,M Onna Senka
,https://cdn.myanimelist.net/r/50x70/images/manga/3/267195.jpg?s=d422697e82273c76c249452fb9b5f27e,Nabe de Naguru Isekai Tensei
"As the only member of the pop music club not to graduate, the responsibility of recruiting new members has fallen to Azusa. Ui and Jun have agreed to help out their friend, but they might be more inte...",https://cdn.myanimelist.net/r/50x70/images/manga/3/260520.jpg?s=15325a88b7e1b3def303f6b85c3400f8,K-On! Highschool
Composed of several stories : 1) How Does it Taste? (Oaji wa Dou Desu ka); Mikura says he loves how transfer student Araki smells. Will Araki give him a taste at the culture festival? 2) And Then What...,https://cdn.myanimelist.net/r/50x70/images/manga/2/86489.jpg?s=40ba770b5e6807bb0d6e42785d33fabe,Oaji wa Dou desu ka?
"At Japan's most popular Host Club comes naturally for Junsuke Aki. In fact, he is the club's top performer (and earner!) and is easily the most popular Host with the female clientele. However, his lov...",https://cdn.myanimelist.net/r/50x70/images/manga/1/176817.jpg?s=36444b8ea2b51d90648f2258c8042054,P.B.B.: Play Boy Blues
"Touma Sou is an MIT-graduated-student who comes back to Japan because he wants to know how it feels to be a high school student. Mizuhara Kana is a strong girl who loves sports. Together, they are par...",https://cdn.myanimelist.net/r/50x70/images/manga/1/156124.jpg?s=4191ecd94ed28e3ba558124f39bf24dc,Q.E.D.: Shoumei Shuuryou
Riko Mitsumi is sixteen year-old girl who is pretty and a good student. She would be like most girls if she wasn't constantly dreaming about sex and using a pseudonym to write about it. (Source: M-U),https://cdn.myanimelist.net/r/50x70/images/manga/3/5791.jpg?s=cd99fd38c18df1bd103b1fdd2e3a1c1f,R-18 Love Report!
"The manga follows Atsuhiko Kouno, a soccer player who represented Japan in the 1996 Atlanta Olympics and had high expectations to become a star player. Now in 2002, he is 31 and has somehow slipped in...",https://cdn.myanimelist.net/r/50x70/images/manga/2/171735.jpg?s=1ab6f66b4ff88e84b3835bed627edf68,U-31: All You Need Is Football!
1. S dake ja Tarinai 2. Amai Himitsu wa Abakareru 3. Otona no Hajimete 4. Sasou Vanilla wa Mitsu no Aji 5. Oboreru Toiki ni Amai Wana,https://cdn.myanimelist.net/r/50x70/images/manga/2/150431.jpg?s=69b8a4aaa82c336c79ceea67aa2698a5,S dake ja Tarinai
"Humans and dinosaurs peacefully co-exist in our modern age. One night, Yuuma Asahikawa meets the feral t-rex, Churio. Follow the lives of (secret) ex-delinquent, Yuuma, and the very Cretaceous Churio...",https://cdn.myanimelist.net/r/50x70/images/manga/2/157113.jpg?s=f4181033d966d05d0b0778eb107207a9,T-Rex na Kanojo
,https://cdn.myanimelist.net/r/50x70/images/manga/1/243733.jpg?s=6fbdb153aca8d585329914f962077871,V-idol ni Motesugite Kurutta Boku no Nichijou
"X, a genius thief, and Ash, a boy with a mysterious past, decide to join the Azure Knights after a chance encounter with Ryu, the prime swordmaster. The entry exam for the Azure Knights is where the b...",https://cdn.myanimelist.net/r/50x70/images/manga/3/261427.jpg?s=c6b6a56d8db0df3c464a4828d5f668ea,X & Ash
1. y[16:21-20:47] Imakara Atashi Okasaremasu. 2. y2[20:47-23:19] Madamada Atashi... Okasaremasu. 3. y3[8:33-22:13] Imakara Atashi... Rinkan Saremasu. (Gozen) 4. y0[12:41-13:17] Imakara Atashi... Oniic...,https://cdn.myanimelist.net/r/50x70/images/manga/2/153591.jpg?s=a8fa42274b54889109ba22ce1dd5b039,y
,https://cdn.myanimelist.net/r/50x70/images/manga/1/167771.jpg?s=1ead964dec979c37e8e4270546cbe195,W Maid de Seitokai!
"The adventures of Agent Z, the newest recruit to Major Eberbach's alphabet soup of subordinates. These stories take place in the Eroica universe, but they are serious espionage adventure tales and Dor...",https://cdn.myanimelist.net/r/50x70/images/manga/2/45765.jpg?s=0ab0bf7497fc282d2ee33979b4047f0b,Z
Demons like Rara are supposed to cause mischief in the mortal world and draw humans to darkness. They're not supposed to help mortals and they're definitely not supposed to fall in love with them! But...,https://cdn.myanimelist.net/r/50x70/images/manga/3/264413.jpg?s=99f135d3dfb4a5a17c2347c7ddbe2afe,Gaba Kawa
,https://cdn.myanimelist.net/r/50x70/images/qm_50.gif?s=e1ff92a46db617cb83bfc1e205aff620,B...
,https://cdn.myanimelist.net/r/50x70/images/manga/1/207497.jpg?s=fc0710b507e59749720ce041c4504d21,Fairy
,https://cdn.myanimelist.net/r/50x70/images/manga/3/241818.jpg?s=1c9badf9e3d847990a91ff3833552c8d,D.C.III: Da Capo III - Koushiki Shinbun-bu Nisshi
Will follow the story as written for the anime by Tachibana Masaki. (Source: Wikipedia),https://cdn.myanimelist.net/r/50x70/images/manga/3/99635.jpg?s=d793d6752b5e6dbc9bd7672e362ceca2,.hack//Quantum+
"In this heartwarming series, Hana stumbles upon a special coffee shop where the spirits of the dead still linger. Each soul has a story, everyone has a final wish. By helping them, Hana finds another...",https://cdn.myanimelist.net/r/50x70/images/manga/1/265748.jpg?s=f7ef78799ef34bfbb99c255bb4d46ab0,Cafe Requiem
"A man named Lee Jung-yool appears out of nowhere in Han Gitae's detective agency, and Gitae suddenly finds himself under threats to cooperate with his plans...! What exactly is the massive conspiracy...",https://cdn.myanimelist.net/r/50x70/images/manga/3/263890.jpg?s=85f8f6ab40b9cec435cecb5fde5eb2d9,A Declaration of Revenge
1-2. H Sketch! 3. Kuroi 3-nensei 4-5. DQN-patsu Ulfenil (Blonde Delinquent) 6-7. Kurogami Bunny Girl 8. Kurogami Bloomer 9. Mei ni Tousatsu ga Bareta!! 10. Sleipnir 11. Date Megane 12. Rikujou Shoujo...,https://cdn.myanimelist.net/r/50x70/images/manga/3/193601.jpg?s=873486676d140df31286da589992f933,H Sketch!
"Cheong Shim threw herself into the sea of Indangsu! What will happen when she wakes up in a lazy dragon's dungeon? Meet many cute monsters while living a delicious, symbiotic life! (Source: Naver Corp...",https://cdn.myanimelist.net/r/50x70/images/manga/1/264981.jpg?s=d8ec43b4bc78e288114097a8cb6e4968,I Became the Chef of the Dragon King
"Ashray is the son of the Flame Emperor, small for his age, and cursed with a fiery temper. He also has to hide the fact that he has a horn, a trait usually associated with demons. His father keeps app...",https://cdn.myanimelist.net/r/50x70/images/manga/3/6282.jpg?s=0ba03ae40e55ba2152a686000e2529df,Ja-Dou
,https://cdn.myanimelist.net/r/50x70/images/manga/2/152896.jpg?s=b9247b58ea3377100d454c28542c5701,La La La Hallelujah!
,https://cdn.myanimelist.net/r/50x70/images/manga/3/196335.jpg?s=b8521676a541cf83c8dfbd93ec30874b,M Onna-san wa S Sensei ga Osuki
,https://cdn.myanimelist.net/r/50x70/images/manga/1/254247.jpg?s=a01fbe198549737dfd4ff7c771dd102b,Nabe to Yuki to Honne
"Sakuma Yukari decided to start a band on her own after seeing a certain band during the Sakura High School festival, then with her best friend Shimizu Kaede, they want to join the Light Music Club onl...",https://cdn.myanimelist.net/r/50x70/images/manga/1/244141.jpg?s=edea5c5fdf62f1311020cc1adcf64cc2,K-On! Shuffle
1. Oomisoka 2-6. Demodori Mama 7-10. Kobushi,https://cdn.myanimelist.net/r/50x70/images/manga/1/115195.jpg?s=31c37981a628ce56e934c11a978f43cd,Oasis
"Ichinose Kaname, 22 years old and graduating Psychology, makes her brother’s detective agency her preferred career choice. But that’s a world of sly dogs and old troopers. Will the newbie female detec...",https://cdn.myanimelist.net/r/50x70/images/manga/2/44369.jpg?s=fada56b64fc9aefffc767cbd2c0eca40,P.D. Agency no Hokokusho
,https://cdn.myanimelist.net/r/50x70/images/manga/3/237319.jpg?s=d027649107af590e6e06f26f2ca47d08,q.Tenjou no Ongaku
R-Chuugakusei talks about three teenager's daily and sexual life.,https://cdn.myanimelist.net/r/50x70/images/manga/3/210679.jpg?s=3c81fbe301f0a4142d66dab49413b628,R-Chuugakusei
,https://cdn.myanimelist.net/r/50x70/images/manga/1/170939.jpg?s=0fa3c791fe74fb6328d09cdba07990fa,U-chan no Kobako
"It's Ye-eun's 32nd birthday, but she's not feeling too great. After her lingerie line went out of business, she's been forced to move back to her hometown, a place she thought she'd left for good. Luc...",https://cdn.myanimelist.net/r/50x70/images/manga/3/259479.jpg?s=b79cd4b0d4a10cd34c517409eb7e168e,S Flower
,https://cdn.myanimelist.net/r/50x70/images/manga/3/156055.jpg?s=bcbbdb0ef40d8a51062bc7d8b583f0d9,T-sensei
,https://cdn.myanimelist.net/r/50x70/images/manga/3/175356.jpg?s=127a5aa8ae918ecfac916fc4aa88f240,V-kei Band no Ouji-sama ga Jitsu wa Gakuen Ichi no Bishoujo Ojousama nano wa Himitsu ni Shitekure
,https://cdn.myanimelist.net/r/50x70/images/manga/3/136051.jpg?s=6e87fcff2676112b2fad7ad956d0651d,X Boy
,https://cdn.myanimelist.net/r/50x70/images/manga/2/227146.jpg?s=6b309ff88b587cff5789b0906ada7ada,Y no Hakobune
,https://cdn.myanimelist.net/r/50x70/images/manga/3/163171.jpg?s=fe971d6869e4f03d17237e7df89f2ab5,W Maid no Harem Gohoushi!! Anata no Seishori wa Watashitachi ni Omakase Kudasai!
"The ""panic horror"" manga is set in contemporary Japan after a zombie outbreak. The omnibus of short stories depicts the tragedies that befall a bullied child, a yakuza member, a couple, and various ot...",https://cdn.myanimelist.net/r/50x70/images/manga/2/159300.jpg?s=052d9467df3cf6f1ce838156f9e2a42a,Z
"Gabai Granny is based on the bestseller Saga no Gabai Baachan, which is penned by comedian Shimada Yoshichi as he recounts his childhood memories of growing up under the care of his grandmother. This...",https://cdn.myanimelist.net/r/50x70/images/manga/1/196045.jpg?s=c8d8cf6cc240424602d9a4b931c708df,Gabai: Saga no Gabai Baachan
"─Would you like me to save you?─ Under a blooming cherry blossom, Odagiri Tsutomu encounters a beautiful girl dressed in Gothic Lolita fashion and holding a red paper umbrella. She is Mayuzumi Azaka,...",https://cdn.myanimelist.net/r/50x70/images/manga/1/117173.jpg?s=24dda0bda46a2ef310827ef8fed88052,B.A.D.
"Teruo Kakuta (aka Kondom) spares nothing with this spanking good series. Follow everyone's favorite sweet fairie Pfil as she encounters Urushira the Nurse for a full body examination, fights the effec...",https://cdn.myanimelist.net/r/50x70/images/manga/2/161554.jpg?s=6324ef8486bbb9b7e51534a0204d4b9f,Fairy Clinic
After two years Nemu is back home from nurses's school. What's gonna happen with Junichi's life after this reunion with his sister?,https://cdn.myanimelist.net/r/50x70/images/manga/1/173310.jpg?s=c51f10ddb5966c61093ef7ca5a1aeeef,D.C.S.G.: Da Capo - Second Graduation
Side story to .hack//Quantum.,https://cdn.myanimelist.net/r/50x70/images/manga/3/99609.jpg?s=c5c8a4f2c28507bc0e72c9b2b1ed74cb,.hack//Quantum: Kokoro no Soushi
,https://cdn.myanimelist.net/r/50x70/images/manga/2/253690.jpg?s=412ebcccf6a3c9940f00ffd07cb30c51,Cafe Stella to Shinigami no Chou
"There once was a princess who fell for a curse. Countless times have a knight come in vain attempts to save the poor princess. They all failed, killed by a demon. When a knight finally comes to defeat...",https://cdn.myanimelist.net/r/50x70/images/manga/2/126409.jpg?s=e95dda2db6666ebc8e162cea73dd6701,A Fairytale for the Demon Lord
1. Koi to H no Soujushin 2. Futari no Ouji-sama 3. Golden Sword wo Nerae! 4. Mix Fruits 5. H wa Suki? Kirai?,https://cdn.myanimelist.net/r/50x70/images/manga/3/151666.jpg?s=f412f7df1300b638b7e990c6b4f9f33f,H wa Suki? Kirai?
"Mikael, a tyrant more alone than anybody else, and Leticia, the only one who truly understands him. She stays by his side for a decade, serving as his interpreter as she is the only person who can und...",https://cdn.myanimelist.net/r/50x70/images/manga/1/268877.jpg?s=0ffd4be980a3d0ffb0a4597dfcaa60f3,I Became the Tyrant's Translator
"Teio is the celestial son of King Soryuu (the Emperor of Thunder), whose mission is to hunt and kill demons in the human world. He works for and respects his father's will ... until he meets the hands...",https://cdn.myanimelist.net/r/50x70/images/manga/2/8970.jpg?s=d19a585f095ff32c1c5a31d1df9b73b8,Ja-Dou: Tenmou Yatan
"Kashoo, the incredibly popular confectionery and coffee company, produces the most addicting products. However, there is a mystery behind how the company obtains its raw materials. What lurks on the i...",https://cdn.myanimelist.net/r/50x70/images/manga/1/16478.jpg?s=30c37a6ca031787d7063c108003e4c6a,La Mosca
1. Tough na Otoko no Aisarekata (The Method of Loving a Tough Man) 2. M Otoko Izonshou (Masochistic Man Dependence) 3. Kadobeya no Onnna (The Woman in the Corner Room) 4. Oba-chan no Oshioki (Aunt's P...,https://cdn.myanimelist.net/r/50x70/images/manga/3/119851.jpg?s=474c5e546853982dcf9c46e64bf642f9,M Otoko Izonshou
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197253.jpg?s=387a1f7b4530bfaf9db863d9db3b09fe,Naberius Fuuin Bijutsukan no Collector
An anthology comic of K-On! by various mangaka.,https://cdn.myanimelist.net/r/50x70/images/manga/1/248882.jpg?s=7474c372244c9ca94bfaa0fe34f16bc7,K-On! Story Anthology Comic
"Yagi Naoyuki has always been able to get any woman he wanted, and to him, that has always been a problem. It's come to the point where they would take drastic measures if he rejected them. Fed up with...",https://cdn.myanimelist.net/r/50x70/images/manga/1/3451.jpg?s=43ed78a02231f8aaafee33e541b6d226,Oasis Project
Adapted from Sawai Kujira’s story about a Japanese man arrested in Cambodia. (Source: MU),https://cdn.myanimelist.net/r/50x70/images/manga/1/160482.jpg?s=69735e8079fd1543de4bc33be51c6730,P.I.P.
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197693.jpg?s=d1f33502af79e904386580b766b29cbe,Q3
,https://cdn.myanimelist.net/r/50x70/images/manga/2/68663.jpg?s=01c24bb379aff08cb74d80d23aeccfe8,R-Tekikaku
"Touko Momozono is a bright and eager shitamachi girl. She lives with an unwed mother and grandmother, all-female household. Her father had already gone when she was born, but she lived in comfort. Onl...",https://cdn.myanimelist.net/r/50x70/images/manga/3/131623.jpg?s=fabbce649f37de60b914336178f06d81,U-so-tsu-ki★Knight
,https://cdn.myanimelist.net/r/50x70/images/manga/1/145929.jpg?s=b8cba7679e6d134902a0fa54f9329cf2,S Joshi-kai
"The Izanami High School soccer team is reeling after one of their own, Masaki, is killed unexpectedly in a traffic accident. It seems impossible to fill the gaping hole left in the team by Masaki's de...",https://cdn.myanimelist.net/r/50x70/images/manga/1/170022.jpg?s=b331421ffe5963a4f274d782571926e4,T.R.A.P.
"Ageha Shiroi suffers from a massive sister complex. When she discovers that her sister Hibari is pregnant and getting married in less than a month, she refuses to accept it. After a chance encounter w...",https://cdn.myanimelist.net/r/50x70/images/manga/1/257265.jpg?s=e734d65198f7749782245edd8d37c811,V.B. Rose
"Takuya Aihara, an average junior college student with one character flaw: He's a bit of a weakling. No matter how hard he tries, it seems that all the girls around him are constantly pushing him aroun...",https://cdn.myanimelist.net/r/50x70/images/manga/2/173338.jpg?s=bd0440295b623ec94266c91a87afc9a5,X Change
,https://cdn.myanimelist.net/r/50x70/images/manga/2/164433.jpg?s=6438b2e91d6d2f3336ea58d5db8bf155,Y no Rakuen
"A great ero story about the ins and outs of modern love and sex in Japan today, featuring the game of love between man and woman that has no end. (Source: JList.com) ",https://cdn.myanimelist.net/r/50x70/images/manga/3/35241.jpg?s=6bd6c759cfff988e55d7d9dc9d4aeed5,W Name
,https://cdn.myanimelist.net/r/50x70/images/manga/3/131683.jpg?s=c03602ca14fae8b0a60f3dc0e9154c87,Z Boys / Princess
,https://cdn.myanimelist.net/r/50x70/images/manga/1/103741.jpg?s=ad77bf3639cea16d0e273419fd8fbfbb,Gabment
"""How can you call someone insane if they're not even arbitrarily murdering other people?"" she said while holding a bar of chocolate in one of her hands. Mayuzumi Azaka, an arrogant, cold hearted, self...",https://cdn.myanimelist.net/r/50x70/images/manga/3/163977.jpg?s=c4b9eab922113fbf6cc56ff98305f0a9,B.A.D.
"Ian and Rin used to just see spirits. Now Ian is one. Using the Fairy Cube, Ian must figure out how to stop the lizard-spirit Tokage from taking over his life and destroying any chance he has of resur...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269921.jpg?s=358e44e5d6dc847938b103dc7d37d1ac,Fairy Cube
"Since the formation of the ""Black Knight Squadron,"" the kingdom of Galronia has expanded its military presence rapidly. The Black Knights were heralded as heroes, protecting the country from its enemi...",https://cdn.myanimelist.net/r/50x70/images/manga/2/235110.jpg?s=1d231bf252a3fed3cf73c43d9de920b4,D.D.D.
,https://cdn.myanimelist.net/r/50x70/images/manga/3/99611.jpg?s=69b38a68e3874770d8a1276250094696,.hack//Sora: Sekai no Mukou ni
,https://cdn.myanimelist.net/r/50x70/images/manga/2/80065.jpg?s=c13274a577f22c61a7980bcc96de02c5,Cafe Sweet Coco Magic
"Kazao is happy with his life on Mirai (""Future"") Island. Sure, his parents abandoned him after he was born, leaving him to be raised at the orphanage-like facility, but his life is comfortable and has...",https://cdn.myanimelist.net/r/50x70/images/manga/1/34978.jpg?s=d119c56eca505ecc5c5c580d3aa05b5a,A Girls
"On his way home after drinking with friends, Tomoe finds a handsome, mysterious young man slumped on the street. He seems to be injured, so Tomoe takes him home, but things get intimate fast! In the m...",https://cdn.myanimelist.net/r/50x70/images/manga/1/224344.jpg?s=c8df4688812bd6ef5e428fe21df64ddc,H x H x H
"Summoned into her favorite novel as the infamous Duchess Roselia Chade, Haena is bathed in riches, power, and a family of her own. Life couldn't be better, save for the small detail that her beloved s...",https://cdn.myanimelist.net/r/50x70/images/manga/2/258008.jpg?s=401b312d37abd942a22099ab7880ea84,I Became the Villain's Mother
,https://cdn.myanimelist.net/r/50x70/images/manga/3/236378.jpg?s=d56c225280b74542c03a00807486dffd,"Jaa, Kimi no Kawari ni Korosou ka?"
,https://cdn.myanimelist.net/r/50x70/images/manga/2/179144.jpg?s=0e6d9c9912737376c6b832e4fe581112,La Nobetsu Makunashi
,https://cdn.myanimelist.net/r/50x70/images/manga/2/166529.jpg?s=df3842163c9b5bcc067a7ac810d93e7f,M Teacher: Kanojo♂ no Nayamiooki Kyouiku Jijou
The series begins as a guest visits a temple where Myo-Un and Ryu-Sang are living along with many other orphan children. This guest turns out to be an assassin who came to kill a certain someone who i...,https://cdn.myanimelist.net/r/50x70/images/manga/3/26596.jpg?s=f0b5f71863d8fdfb72c3b1ff9366e95e,Nabi
Third entry in the K-sensei series.,https://cdn.myanimelist.net/r/50x70/images/manga/1/255641.jpg?s=40cd093bc963172f60ef3cecfeb42d89,K-sensei no Furachi na Junai
1. Oasobi mo Hodohodo ni (The Capricious Love is Moderate) 2. Interest 3. Boku wa Kimi no Pavlov no Inu 4. Kaori Kaoru 5. Kimi to nara 6. Oasobi no Ato wa,https://cdn.myanimelist.net/r/50x70/images/manga/1/229791.jpg?s=2baeee8df723aff2072aeef031fc4a35,Oasobi mo Hodohodo ni
,https://cdn.myanimelist.net/r/50x70/images/manga/3/243457.jpg?s=1a07dfa1a556eed6b6e4c0de38d1abfd,P.K. Genius
"1. Suki to Ienai…. Suki to Iwanai!! 2. Suki to Iwasetai!!? 3. Shitagi Sukeru Natsufuku (Transparent Underwear Under the Summer Clothes) 4. Suki Kirai Natsu Owari (Love, Hate, Summer, The End) 5. Osana...",https://cdn.myanimelist.net/r/50x70/images/manga/2/191469.jpg?s=93a5db79f57a2fd7b64727917402e70c,QG: Q-to Girls
,https://cdn.myanimelist.net/r/50x70/images/manga/2/94187.jpg?s=45cdb011caac9fc6cced48ca29296047,R.A
An anthology of shotacon stories by various mangaka.,https://cdn.myanimelist.net/r/50x70/images/manga/3/227434.jpg?s=61546d23009d3e50f1ef93e3e19eae5f,U.C. Boys
"During a private swimming lesson, sixth grade student Shiho Asakura accuses her instructor of groping her. The instructor, tired of the loud-mouthed girl's antics, snaps and ends up raping her in ange...",https://cdn.myanimelist.net/r/50x70/images/manga/3/68767.jpg?s=e31686dde5bf6f0dd79e468186d73deb,S kara Hajimaru
"This series contains well drawn short stories about males, shemales and transvestites who are feeling interested in and attracted to each other, satisfying their curiosity in many different ways.",https://cdn.myanimelist.net/r/50x70/images/manga/3/86747.jpg?s=849e2d3ccbe0255e7a073c4f60ce51ea,T.S. I Love You...
Included one-shot: Volume 2: Frankenstein II,https://cdn.myanimelist.net/r/50x70/images/manga/3/256847.jpg?s=2eb9f9e0ef19bb8b9d48ff5eca8c4649,V2 Panzer
"Takuya Aihara, the unlucky chemistry student at Miyanomori Private School, who has a tendency to get caught in bizarre chemistry accidents that cause him many problems. When a strange chemical turned...",https://cdn.myanimelist.net/r/50x70/images/manga/1/173457.jpg?s=534d4544aeb1c5906080c6af2cb7925d,X Change 2
1. Karashi Oji-san (Mustard Old Man) 2. Suzu no Oto (The Bell’s Sound) 4. Neko Ana (Cat Hole) A girl's search for her missing cat leads her to a nearby construction yard. 5-7. Biotope 8. Hadashi no Ut...,https://cdn.myanimelist.net/r/50x70/images/manga/3/68781.jpg?s=b0003f7255aeb1f873527a3eff28573b,Y Shiki Kaitai Shinsho
,https://cdn.myanimelist.net/r/50x70/images/manga/3/167774.jpg?s=275ff10b35e22c42d25facab21370190,W Princess to Love Dousei!
A retelling of Mazinger Z mixed with ancient Greek mythology with a modern touch. (Source: MU),https://cdn.myanimelist.net/r/50x70/images/manga/1/184457.jpg?s=61433695866aab1067a7df9072627972,Z Mazinger
"The comedy follows Gabriel White, who graduated at the top of the class at angel school and attends a human school on earth in pursuit of knowledge, but then gets engrossed in a web game and decides i...",https://cdn.myanimelist.net/r/50x70/images/manga/2/263106.jpg?s=1c9991f003f8d7f7118d8c71bb3916a1,Gabriel DropOut
A collection of side stories of B.A.D. Beyond Another Darkness.,https://cdn.myanimelist.net/r/50x70/images/manga/2/121063.jpg?s=923f74e8fa89c96118c556188137bc9f,B.A.D.: Chocolate Days
A novel based on the video game Fairy Fencer F.,https://cdn.myanimelist.net/r/50x70/images/manga/3/178457.jpg?s=be4d59f481ff557ec83ccc6c812dc475,Fairy Fencer F: Sajin no Mantle wo Matou Mono-tachi
"Thousands of years ago, there existed those gifted with the power of God. Their mission: to destroy the ominous evils that lurk in the darkness known as ""Akuma."" Led by the Milenium Earl, Akuma seek t...",https://cdn.myanimelist.net/r/50x70/images/manga/3/240470.jpg?s=c1dd7bf9f2bdb9762ee4391908e247ae,D.Gray-man
